Word;DocNumber;TF-IDF
FEEL;'00291';16.19
FEEL;'00351';16.19
FEEL;'00483 ';16.19
FEEL;'00692 ';16.19
FEEL;'00718 ';16.19
FEEL;'00726 ';16.19
FEEL;'00739 ';16.19
FEEL;'00919 ';16.19
FEEL;'01099 ';16.19
FEEL;'01129 ';16.19
FEEL;'01183 ';16.19
FEEL;'01206 ';17.92
DATA;'00018 ';10.74
DATA;'00065 ';10.74
DATA;'00071 ';10.74
DATA;'00081 ';10.74
DATA;'00084 ';10.74
DATA;'00090 ';10.74
DATA;'00092 ';10.74
DATA;'00107 ';10.74
DATA;'00110 ';10.74
DATA;'00126 ';10.74
DATA;'00127 ';10.74
DATA;'00141 ';10.74
DATA;'00143 ';10.74
DATA;'00148 ';10.74
DATA;'00161 ';10.74
DATA;'00165 ';10.74
DATA;'00180';10.74
DATA;'00185';11.68
DATA;'00196';10.74
DATA;'00198';10.74
DATA;'00258';13.64
DATA;'00272';10.74
DATA;'00278';10.74
DATA;'00279';10.74
DATA;'00291';10.74
DATA;'00308';10.74
DATA;'00355';10.74
DATA;'00431 ';11.68
DATA;'00436 ';10.74
DATA;'00453 ';10.74
DATA;'00465 ';10.74
DATA;'00494 ';10.74
DATA;'00495 ';10.74
DATA;'00496 ';10.74
DATA;'00514 ';11.68
DATA;'00519 ';10.74
DATA;'00525 ';10.74
DATA;'00541 ';10.74
DATA;'00557 ';10.74
DATA;'00585 ';10.74
DATA;'00599 ';10.74
DATA;'00602 ';10.74
DATA;'00610 ';10.74
DATA;'00616 ';10.74
DATA;'00640 ';10.74
DATA;'00642 ';10.74
DATA;'00646 ';10.74
DATA;'00652 ';10.74
DATA;'00660 ';10.74
DATA;'00667 ';10.74
DATA;'00671 ';11.68
DATA;'00680 ';10.74
DATA;'00689 ';11.68
DATA;'00721 ';10.74
DATA;'00745 ';10.74
DATA;'00793 ';10.74
DATA;'00794 ';11.68
DATA;'00798 ';10.74
DATA;'00807 ';10.74
DATA;'00812 ';10.74
DATA;'00819 ';10.74
DATA;'00854 ';10.74
DATA;'00875 ';10.74
DATA;'00885 ';11.68
DATA;'00886 ';10.74
DATA;'00911 ';11.68
DATA;'00913 ';10.74
DATA;'00919 ';10.74
DATA;'00922 ';10.74
DATA;'00951 ';11.68
DATA;'00956 ';10.74
DATA;'00962 ';10.74
DATA;'00971 ';10.74
DATA;'00990 ';10.74
DATA;'00994 ';10.74
DATA;'01008 ';10.74
DATA;'01011 ';10.74
DATA;'01016 ';10.74
DATA;'01021 ';10.74
DATA;'01038 ';10.74
DATA;'01051 ';11.68
DATA;'01070 ';10.74
DATA;'01076 ';10.74
DATA;'01079 ';10.74
DATA;'01083 ';10.74
DATA;'01086 ';10.74
DATA;'01099 ';12.34
DATA;'01129 ';10.74
DATA;'01135 ';10.74
DATA;'01139 ';10.74
DATA;'01160 ';10.74
DATA;'01165 ';10.74
DATA;'01181 ';10.74
DATA;'01183 ';10.74
DATA;'01185 ';12.34
DATA;'01191 ';10.74
DATA;'01213 ';10.74
DATA;'01219 ';10.74
DATA;'01222 ';10.74
DATA;'01231 ';10.74
DEMONSTRATE;'00018 ';12.21
DEMONSTRATE;'00072 ';12.21
DEMONSTRATE;'00076 ';12.21
DEMONSTRATE;'00137 ';12.21
DEMONSTRATE;'00191';12.21
DEMONSTRATE;'00272';12.21
DEMONSTRATE;'00358 ';12.21
DEMONSTRATE;'00399 ';12.21
DEMONSTRATE;'00420 ';12.21
DEMONSTRATE;'00430 ';12.21
DEMONSTRATE;'00574 ';12.21
DEMONSTRATE;'00682 ';12.21
DEMONSTRATE;'00685 ';12.21
DEMONSTRATE;'00740 ';12.21
DEMONSTRATE;'00746 ';12.21
DEMONSTRATE;'00762 ';12.21
DEMONSTRATE;'00765 ';12.21
DEMONSTRATE;'00786 ';12.21
DEMONSTRATE;'00955 ';12.21
DEMONSTRATE;'00959 ';12.21
DEMONSTRATE;'00961 ';12.21
DEMONSTRATE;'01027 ';12.21
DEMONSTRATE;'01061 ';12.21
DEMONSTRATE;'01070 ';12.21
DEMONSTRATE;'01072 ';12.21
DEMONSTRATE;'01092 ';12.21
DEMONSTRATE;'01096 ';12.21
DEMONSTRATE;'01146 ';12.21
DEMONSTRATE;'01149 ';12.21
DEMONSTRATE;'01223 ';12.21
DEMONSTRATE;'01230 ';12.21
DEMONSTRATE;'01231 ';12.21
LABILE;'00018 ';17.98
LABILE;'00528 ';17.98
LABILE;'00770 ';17.98
LABILE;'00950 ';17.98
LABILE;'01157 ';17.98
INHIBITOR;'00018 ';14.24
INHIBITOR;'00026 ';14.24
INHIBITOR;'00122 ';14.24
INHIBITOR;'00141 ';14.24
INHIBITOR;'00142 ';14.24
INHIBITOR;'00214';14.24
INHIBITOR;'00287';14.24
INHIBITOR;'00305';14.24
INHIBITOR;'00374 ';14.24
INHIBITOR;'00392 ';14.24
INHIBITOR;'00490 ';14.24
INHIBITOR;'00505 ';14.24
INHIBITOR;'00521 ';16.66
INHIBITOR;'00530 ';14.24
INHIBITOR;'00565 ';14.24
INHIBITOR;'00569 ';15.66
INHIBITOR;'00574 ';14.24
INHIBITOR;'00635 ';14.24
INHIBITOR;'00639 ';14.24
INHIBITOR;'00640 ';15.66
INHIBITOR;'00646 ';14.24
INHIBITOR;'00747 ';14.24
INHIBITOR;'00765 ';14.24
INHIBITOR;'00779 ';14.24
INHIBITOR;'00852 ';14.24
INHIBITOR;'01014 ';15.66
INHIBITOR;'01070 ';14.24
INHIBITOR;'01103 ';15.66
INHIBITOR;'01222 ';14.24
INHIBITOR;'01236 ';14.24
RATHER;'00018 ';12.85
RATHER;'00058 ';12.85
RATHER;'00098 ';12.85
RATHER;'00110 ';12.85
RATHER;'00119 ';12.85
RATHER;'00125 ';12.85
RATHER;'00153 ';12.85
RATHER;'00235';12.85
RATHER;'00260';12.85
RATHER;'00278';12.85
RATHER;'00281';12.85
RATHER;'00322';12.85
RATHER;'00375 ';12.85
RATHER;'00432 ';12.85
RATHER;'00434 ';12.85
RATHER;'00438 ';12.85
RATHER;'00448 ';12.85
RATHER;'00494 ';12.85
RATHER;'00534 ';12.85
RATHER;'00576 ';12.85
RATHER;'00592 ';12.85
RATHER;'00631 ';12.85
RATHER;'00655 ';12.85
RATHER;'00690 ';12.85
RATHER;'00734 ';12.85
RATHER;'00795 ';14.22
RATHER;'00813 ';12.85
RATHER;'00847 ';12.85
RATHER;'00862 ';12.85
RATHER;'00954 ';12.85
RATHER;'00964 ';12.85
RATHER;'00966 ';12.85
RATHER;'01001 ';14.22
RATHER;'01123 ';12.85
RATHER;'01162 ';12.85
RATHER;'01170 ';12.85
RATHER;'01203 ';12.85
RATHER;'01231 ';12.85
SINCE;'00018 ';9.73
SINCE;'00024 ';9.73
SINCE;'00037 ';9.73
SINCE;'00047 ';9.73
SINCE;'00052 ';9.73
SINCE;'00064 ';9.73
SINCE;'00067 ';10.69
SINCE;'00069 ';10.69
SINCE;'00088 ';9.73
SINCE;'00098 ';9.73
SINCE;'00103 ';9.73
SINCE;'00110 ';9.73
SINCE;'00111 ';9.73
SINCE;'00117 ';9.73
SINCE;'00124 ';9.73
SINCE;'00150 ';9.73
SINCE;'00161 ';9.73
SINCE;'00183';9.73
SINCE;'00196';9.73
SINCE;'00201';9.73
SINCE;'00214';9.73
SINCE;'00215';9.73
SINCE;'00216';9.73
SINCE;'00234';10.69
SINCE;'00235';9.73
SINCE;'00253';9.73
SINCE;'00254';9.73
SINCE;'00258';10.69
SINCE;'00268';9.73
SINCE;'00274';9.73
SINCE;'00290';9.73
SINCE;'00297';9.73
SINCE;'00313';9.73
SINCE;'00359 ';9.73
SINCE;'00377 ';10.69
SINCE;'00391 ';9.73
SINCE;'00392 ';9.73
SINCE;'00397 ';9.73
SINCE;'00400 ';9.73
SINCE;'00410 ';9.73
SINCE;'00413 ';9.73
SINCE;'00426 ';9.73
SINCE;'00427 ';9.73
SINCE;'00438 ';9.73
SINCE;'00482 ';9.73
SINCE;'00484 ';9.73
SINCE;'00488 ';9.73
SINCE;'00496 ';9.73
SINCE;'00501 ';9.73
SINCE;'00509 ';9.73
SINCE;'00534 ';9.73
SINCE;'00535 ';9.73
SINCE;'00541 ';9.73
SINCE;'00559 ';9.73
SINCE;'00572 ';9.73
SINCE;'00574 ';9.73
SINCE;'00594 ';9.73
SINCE;'00617 ';9.73
SINCE;'00658 ';9.73
SINCE;'00663 ';9.73
SINCE;'00689 ';10.69
SINCE;'00691 ';9.73
SINCE;'00716 ';9.73
SINCE;'00719 ';10.69
SINCE;'00732 ';9.73
SINCE;'00738 ';9.73
SINCE;'00740 ';9.73
SINCE;'00749 ';9.73
SINCE;'00756 ';9.73
SINCE;'00759 ';9.73
SINCE;'00772 ';9.73
SINCE;'00791 ';9.73
SINCE;'00798 ';9.73
SINCE;'00840 ';9.73
SINCE;'00847 ';9.73
SINCE;'00862 ';9.73
SINCE;'00872 ';9.73
SINCE;'00892 ';9.73
SINCE;'00898 ';9.73
SINCE;'00925 ';9.73
SINCE;'00941 ';9.73
SINCE;'00949 ';9.73
SINCE;'00970 ';9.73
SINCE;'00976 ';9.73
SINCE;'01011 ';11.38
SINCE;'01019 ';9.73
SINCE;'01066 ';9.73
SINCE;'01090 ';9.73
SINCE;'01099 ';9.73
SINCE;'01103 ';9.73
SINCE;'01106 ';9.73
SINCE;'01120 ';9.73
SINCE;'01129 ';9.73
SINCE;'01131 ';9.73
SINCE;'01143 ';9.73
SINCE;'01146 ';9.73
SINCE;'01153 ';9.73
SINCE;'01157 ';9.73
SINCE;'01175 ';10.69
SINCE;'01182 ';9.73
SINCE;'01231 ';9.73
KNOWN;'00018 ';11.25
KNOWN;'00048 ';11.25
KNOWN;'00069 ';11.25
KNOWN;'00104 ';11.25
KNOWN;'00122 ';13.17
KNOWN;'00133 ';11.25
KNOWN;'00134 ';11.25
KNOWN;'00186';11.25
KNOWN;'00197';11.25
KNOWN;'00215';12.37
KNOWN;'00248';12.37
KNOWN;'00260';11.25
KNOWN;'00264';11.25
KNOWN;'00268';11.25
KNOWN;'00270';11.25
KNOWN;'00281';11.25
KNOWN;'00292';11.25
KNOWN;'00293';13.17
KNOWN;'00328';11.25
KNOWN;'00331';11.25
KNOWN;'00343';11.25
KNOWN;'00351';11.25
KNOWN;'00370 ';11.25
KNOWN;'00377 ';11.25
KNOWN;'00379 ';11.25
KNOWN;'00397 ';11.25
KNOWN;'00404 ';11.25
KNOWN;'00416 ';11.25
KNOWN;'00423 ';11.25
KNOWN;'00465 ';11.25
KNOWN;'00487 ';11.25
KNOWN;'00490 ';11.25
KNOWN;'00495 ';11.25
KNOWN;'00500 ';11.25
KNOWN;'00501 ';11.25
KNOWN;'00503 ';11.25
KNOWN;'00507 ';11.25
KNOWN;'00515 ';11.25
KNOWN;'00542 ';11.25
KNOWN;'00556 ';11.25
KNOWN;'00566 ';11.25
KNOWN;'00592 ';11.25
KNOWN;'00610 ';11.25
KNOWN;'00619 ';11.25
KNOWN;'00644 ';11.25
KNOWN;'00652 ';11.25
KNOWN;'00659 ';11.25
KNOWN;'00666 ';11.25
KNOWN;'00670 ';11.25
KNOWN;'00759 ';11.25
KNOWN;'00776 ';11.25
KNOWN;'00789 ';11.25
KNOWN;'00849 ';11.25
KNOWN;'00866 ';11.25
KNOWN;'00885 ';11.25
KNOWN;'00897 ';11.25
KNOWN;'00911 ';11.25
KNOWN;'00915 ';11.25
KNOWN;'00949 ';11.25
KNOWN;'00965 ';11.25
KNOWN;'00973 ';11.25
KNOWN;'00975 ';11.25
KNOWN;'00997 ';11.25
KNOWN;'01096 ';11.25
KNOWN;'01115 ';12.37
KNOWN;'01130 ';11.25
KNOWN;'01156 ';11.25
KNOWN;'01167 ';11.25
KNOWN;'01218 ';11.25
INCLUDING;'00018 ';11.95
INCLUDING;'00027 ';11.95
INCLUDING;'00116 ';11.95
INCLUDING;'00117 ';11.95
INCLUDING;'00148 ';11.95
INCLUDING;'00179';11.95
INCLUDING;'00248';11.95
INCLUDING;'00271';11.95
INCLUDING;'00364 ';11.95
INCLUDING;'00398 ';11.95
INCLUDING;'00422 ';11.95
INCLUDING;'00423 ';11.95
INCLUDING;'00465 ';11.95
INCLUDING;'00482 ';11.95
INCLUDING;'00483 ';11.95
INCLUDING;'00497 ';11.95
INCLUDING;'00516 ';11.95
INCLUDING;'00532 ';11.95
INCLUDING;'00559 ';11.95
INCLUDING;'00564 ';13.23
INCLUDING;'00623 ';11.95
INCLUDING;'00652 ';13.23
INCLUDING;'00673 ';11.95
INCLUDING;'00677 ';11.95
INCLUDING;'00720 ';11.95
INCLUDING;'00734 ';11.95
INCLUDING;'00761 ';11.95
INCLUDING;'00767 ';11.95
INCLUDING;'00771 ';11.95
INCLUDING;'00778 ';11.95
INCLUDING;'00806 ';11.95
INCLUDING;'00846 ';11.95
INCLUDING;'00867 ';11.95
INCLUDING;'00879 ';11.95
INCLUDING;'00902 ';11.95
INCLUDING;'00907 ';11.95
INCLUDING;'00912 ';11.95
INCLUDING;'00922 ';11.95
INCLUDING;'00992 ';11.95
INCLUDING;'00999 ';11.95
INCLUDING;'01048 ';11.95
INCLUDING;'01062 ';11.95
INCLUDING;'01065 ';11.95
INCLUDING;'01073 ';11.95
INCLUDING;'01093 ';11.95
INCLUDING;'01119 ';11.95
INCLUDING;'01144 ';11.95
INCLUDING;'01178 ';11.95
INCLUDING;'01194 ';11.95
RESPOND;'00018 ';17.46
RESPOND;'00112 ';17.46
RESPOND;'00668 ';17.46
RESPOND;'00769 ';17.46
RESPOND;'00914 ';17.46
RESPOND;'01156 ';17.46
SHOWN;'00018 ';11.25
SHOWN;'00029 ';11.25
SHOWN;'00033 ';11.25
SHOWN;'00040 ';11.25
SHOWN;'00048 ';11.25
SHOWN;'00079 ';11.25
SHOWN;'00086 ';11.25
SHOWN;'00108 ';11.25
SHOWN;'00113 ';11.25
SHOWN;'00139 ';11.25
SHOWN;'00170';11.25
SHOWN;'00185';11.25
SHOWN;'00205';11.25
SHOWN;'00220';11.25
SHOWN;'00257';11.25
SHOWN;'00287';11.25
SHOWN;'00297';11.25
SHOWN;'00312';12.37
SHOWN;'00339';11.25
SHOWN;'00362 ';11.25
SHOWN;'00391 ';11.25
SHOWN;'00393 ';11.25
SHOWN;'00436 ';11.25
SHOWN;'00438 ';11.25
SHOWN;'00453 ';11.25
SHOWN;'00505 ';11.25
SHOWN;'00521 ';11.25
SHOWN;'00531 ';11.25
SHOWN;'00553 ';11.25
SHOWN;'00559 ';11.25
SHOWN;'00587 ';11.25
SHOWN;'00596 ';11.25
SHOWN;'00615 ';11.25
SHOWN;'00635 ';12.37
SHOWN;'00646 ';11.25
SHOWN;'00655 ';11.25
SHOWN;'00666 ';11.25
SHOWN;'00675 ';11.25
SHOWN;'00713 ';11.25
SHOWN;'00748 ';11.25
SHOWN;'00749 ';12.37
SHOWN;'00755 ';12.37
SHOWN;'00785 ';11.25
SHOWN;'00836 ';11.25
SHOWN;'00840 ';13.17
SHOWN;'00844 ';12.37
SHOWN;'00865 ';11.25
SHOWN;'00890 ';11.25
SHOWN;'00892 ';11.25
SHOWN;'00910 ';11.25
SHOWN;'00919 ';11.25
SHOWN;'00925 ';11.25
SHOWN;'00955 ';11.25
SHOWN;'00966 ';11.25
SHOWN;'00968 ';11.25
SHOWN;'00973 ';11.25
SHOWN;'01034 ';11.25
SHOWN;'01043 ';11.25
SHOWN;'01048 ';11.25
SHOWN;'01056 ';11.25
SHOWN;'01068 ';11.25
SHOWN;'01120 ';11.25
SHOWN;'01149 ';11.25
SHOWN;'01205 ';11.25
SHOWN;'01206 ';11.25
SHOWN;'01214 ';11.25
SHOWN;'01222 ';11.25
SHOWN;'01229 ';11.25
SHOWN;'01232 ';11.25
ESSENTIAL;'00018 ';14.8
ESSENTIAL;'00037 ';14.8
ESSENTIAL;'00046 ';14.8
ESSENTIAL;'00058 ';14.8
ESSENTIAL;'00076 ';14.8
ESSENTIAL;'00087 ';14.8
ESSENTIAL;'00126 ';18.8
ESSENTIAL;'00207';14.8
ESSENTIAL;'00208';17.01
ESSENTIAL;'00278';14.8
ESSENTIAL;'00283';14.8
ESSENTIAL;'00286';17.01
ESSENTIAL;'00292';14.8
ESSENTIAL;'00332';14.8
ESSENTIAL;'00373 ';14.8
ESSENTIAL;'00450 ';14.8
ESSENTIAL;'00511 ';14.8
ESSENTIAL;'00515 ';14.8
ESSENTIAL;'00529 ';14.8
ESSENTIAL;'00532 ';14.8
ESSENTIAL;'00540 ';14.8
ESSENTIAL;'00605 ';14.8
ESSENTIAL;'00646 ';14.8
ESSENTIAL;'00730 ';14.8
ESSENTIAL;'00758 ';16.09
ESSENTIAL;'00866 ';14.8
ESSENTIAL;'00919 ';16.09
ESSENTIAL;'00924 ';14.8
ESSENTIAL;'00962 ';14.8
ESSENTIAL;'00970 ';14.8
ESSENTIAL;'01066 ';16.09
ESSENTIAL;'01087 ';14.8
ESSENTIAL;'01144 ';14.8
ESSENTIAL;'01168 ';14.8
ESSENTIAL;'01207 ';14.8
ESSENTIAL;'01215 ';14.8
ESSENTIAL;'01239 ';14.8
CAN;'00018 ';7.37
CAN;'00025 ';7.37
CAN;'00046 ';7.37
CAN;'00047 ';7.37
CAN;'00048 ';7.37
CAN;'00067 ';7.37
CAN;'00069 ';8.07
CAN;'00071 ';7.37
CAN;'00072 ';7.37
CAN;'00077 ';7.37
CAN;'00084 ';8.07
CAN;'00090 ';8.56
CAN;'00095 ';7.37
CAN;'00104 ';7.37
CAN;'00118 ';7.37
CAN;'00120 ';7.37
CAN;'00121 ';7.37
CAN;'00134 ';8.07
CAN;'00141 ';7.37
CAN;'00145 ';7.37
CAN;'00158 ';7.37
CAN;'00165 ';7.37
CAN;'00166 ';7.37
CAN;'00180';7.37
CAN;'00193';7.37
CAN;'00208';8.07
CAN;'00213';7.37
CAN;'00214';7.37
CAN;'00215';8.07
CAN;'00218';7.37
CAN;'00227';7.37
CAN;'00231';8.07
CAN;'00234';7.37
CAN;'00235';7.37
CAN;'00238';7.37
CAN;'00239';7.37
CAN;'00241';7.37
CAN;'00264';7.37
CAN;'00277';7.37
CAN;'00284';7.37
CAN;'00286';7.37
CAN;'00293';7.37
CAN;'00299';7.37
CAN;'00315';7.37
CAN;'00326';8.94
CAN;'00327';7.37
CAN;'00330';7.37
CAN;'00340';8.07
CAN;'00352';7.37
CAN;'00363 ';7.37
CAN;'00371 ';7.37
CAN;'00377 ';7.37
CAN;'00384 ';7.37
CAN;'00390 ';7.37
CAN;'00397 ';7.37
CAN;'00407 ';7.37
CAN;'00413 ';7.37
CAN;'00419 ';7.37
CAN;'00420 ';7.37
CAN;'00423 ';7.37
CAN;'00427 ';7.37
CAN;'00447 ';7.37
CAN;'00449 ';8.07
CAN;'00450 ';7.37
CAN;'00451 ';7.37
CAN;'00475 ';7.37
CAN;'00482 ';7.37
CAN;'00484 ';7.37
CAN;'00490 ';7.37
CAN;'00502 ';7.37
CAN;'00505 ';7.37
CAN;'00513 ';7.37
CAN;'00517 ';8.07
CAN;'00529 ';7.37
CAN;'00540 ';7.37
CAN;'00542 ';7.37
CAN;'00547 ';7.37
CAN;'00558 ';7.37
CAN;'00565 ';7.37
CAN;'00574 ';7.37
CAN;'00586 ';7.37
CAN;'00601 ';7.37
CAN;'00606 ';8.56
CAN;'00616 ';7.37
CAN;'00617 ';7.37
CAN;'00630 ';7.37
CAN;'00643 ';7.37
CAN;'00652 ';8.56
CAN;'00653 ';7.37
CAN;'00658 ';7.37
CAN;'00661 ';8.07
CAN;'00665 ';8.56
CAN;'00672 ';7.37
CAN;'00690 ';7.37
CAN;'00694 ';7.37
CAN;'00700 ';7.37
CAN;'00722 ';7.37
CAN;'00744 ';7.37
CAN;'00746 ';7.37
CAN;'00748 ';7.37
CAN;'00754 ';7.37
CAN;'00756 ';7.37
CAN;'00767 ';8.07
CAN;'00771 ';7.37
CAN;'00774 ';8.56
CAN;'00786 ';7.37
CAN;'00797 ';7.37
CAN;'00817 ';7.37
CAN;'00824 ';7.37
CAN;'00830 ';7.37
CAN;'00835 ';7.37
CAN;'00846 ';7.37
CAN;'00862 ';8.94
CAN;'00866 ';7.37
CAN;'00868 ';7.37
CAN;'00869 ';8.07
CAN;'00873 ';7.37
CAN;'00888 ';7.37
CAN;'00892 ';8.94
CAN;'00911 ';7.37
CAN;'00915 ';8.07
CAN;'00933 ';7.37
CAN;'00941 ';7.37
CAN;'00944 ';7.37
CAN;'00945 ';8.07
CAN;'00946 ';8.56
CAN;'00949 ';8.07
CAN;'00950 ';7.37
CAN;'00952 ';8.07
CAN;'00955 ';7.37
CAN;'00968 ';7.37
CAN;'00975 ';7.37
CAN;'00985 ';8.07
CAN;'00990 ';7.37
CAN;'00994 ';7.37
CAN;'01002 ';7.37
CAN;'01004 ';7.37
CAN;'01007 ';7.37
CAN;'01014 ';7.37
CAN;'01024 ';7.37
CAN;'01036 ';7.37
CAN;'01040 ';7.37
CAN;'01041 ';7.37
CAN;'01042 ';7.37
CAN;'01045 ';7.37
CAN;'01072 ';7.37
CAN;'01079 ';7.37
CAN;'01083 ';7.37
CAN;'01087 ';7.37
CAN;'01099 ';7.37
CAN;'01105 ';8.07
CAN;'01106 ';7.37
CAN;'01109 ';7.37
CAN;'01115 ';7.37
CAN;'01117 ';7.37
CAN;'01120 ';8.07
CAN;'01130 ';8.07
CAN;'01143 ';7.37
CAN;'01152 ';7.37
CAN;'01153 ';7.37
CAN;'01157 ';7.37
CAN;'01160 ';7.37
CAN;'01165 ';7.37
CAN;'01172 ';7.37
CAN;'01180 ';7.37
CAN;'01182 ';7.37
CAN;'01185 ';7.37
CAN;'01194 ';7.37
CAN;'01200 ';7.37
CAN;'01202 ';7.37
CAN;'01208 ';7.37
CAN;'01217 ';7.37
CAN;'01219 ';7.37
CAN;'01220 ';7.37
CAN;'01235 ';8.07
CAN;'01239 ';7.37
AGREE;'00018 ';14.66
AGREE;'00143 ';14.66
AGREE;'00279';14.66
AGREE;'00397 ';14.66
AGREE;'00462 ';14.66
AGREE;'00635 ';14.66
AGREE;'00694 ';14.66
AGREE;'00882 ';14.66
AGREE;'00902 ';14.66
AGREE;'00919 ';14.66
AGREE;'00954 ';14.66
AGREE;'01045 ';14.66
AGREE;'01099 ';14.66
AGREE;'01122 ';14.66
AGREE;'01128 ';14.66
DUE;'00018 ';9.87
DUE;'00046 ';9.87
DUE;'00060 ';9.87
DUE;'00064 ';9.87
DUE;'00066 ';9.87
DUE;'00077 ';9.87
DUE;'00082 ';9.87
DUE;'00086 ';9.87
DUE;'00091 ';9.87
DUE;'00095 ';9.87
DUE;'00098 ';11.55
DUE;'00103 ';10.86
DUE;'00154 ';9.87
DUE;'00172';9.87
DUE;'00173';9.87
DUE;'00175';9.87
DUE;'00194';9.87
DUE;'00196';9.87
DUE;'00211';9.87
DUE;'00230';9.87
DUE;'00242';9.87
DUE;'00267';9.87
DUE;'00272';9.87
DUE;'00278';9.87
DUE;'00281';10.86
DUE;'00288';10.86
DUE;'00290';10.86
DUE;'00294';9.87
DUE;'00300';9.87
DUE;'00315';9.87
DUE;'00322';9.87
DUE;'00331';9.87
DUE;'00351';9.87
DUE;'00353';9.87
DUE;'00358 ';9.87
DUE;'00378 ';9.87
DUE;'00391 ';9.87
DUE;'00445 ';9.87
DUE;'00446 ';9.87
DUE;'00458 ';9.87
DUE;'00463 ';9.87
DUE;'00468 ';10.86
DUE;'00478 ';9.87
DUE;'00518 ';10.86
DUE;'00542 ';9.87
DUE;'00552 ';9.87
DUE;'00608 ';9.87
DUE;'00617 ';9.87
DUE;'00621 ';9.87
DUE;'00622 ';9.87
DUE;'00629 ';9.87
DUE;'00637 ';9.87
DUE;'00647 ';9.87
DUE;'00652 ';9.87
DUE;'00655 ';9.87
DUE;'00686 ';9.87
DUE;'00713 ';9.87
DUE;'00727 ';9.87
DUE;'00781 ';9.87
DUE;'00782 ';9.87
DUE;'00794 ';9.87
DUE;'00800 ';11.55
DUE;'00810 ';9.87
DUE;'00827 ';9.87
DUE;'00836 ';9.87
DUE;'00837 ';9.87
DUE;'00852 ';9.87
DUE;'00854 ';9.87
DUE;'00862 ';9.87
DUE;'00865 ';9.87
DUE;'00866 ';9.87
DUE;'00870 ';9.87
DUE;'00872 ';9.87
DUE;'00890 ';9.87
DUE;'00983 ';9.87
DUE;'01004 ';9.87
DUE;'01017 ';9.87
DUE;'01018 ';9.87
DUE;'01021 ';9.87
DUE;'01033 ';9.87
DUE;'01038 ';9.87
DUE;'01046 ';9.87
DUE;'01056 ';9.87
DUE;'01063 ';9.87
DUE;'01065 ';9.87
DUE;'01076 ';9.87
DUE;'01083 ';9.87
DUE;'01088 ';9.87
DUE;'01101 ';9.87
DUE;'01112 ';10.86
DUE;'01119 ';9.87
DUE;'01121 ';9.87
DUE;'01164';9.87
DUE;'01172 ';9.87
DUE;'01173 ';9.87
DUE;'01206 ';9.87
NOTE;'00018 ';18.6
NOTE;'00105 ';18.6
NOTE;'00798 ';18.6
NOTE;'00985 ';18.6
STORED;'00018 ';17.98
STORED;'00121 ';17.98
STORED;'00175';17.98
STORED;'00280';17.98
STORED;'00707 ';17.98
DEGREES;'00018 ';14.03
DEGREES;'00022 ';14.03
DEGREES;'00026 ';14.03
DEGREES;'00131 ';14.03
DEGREES;'00208';14.03
DEGREES;'00250';15.42
DEGREES;'00297';14.03
DEGREES;'00307';14.03
DEGREES;'00358 ';14.03
DEGREES;'00486 ';15.42
DEGREES;'00520 ';16.41
DEGREES;'00527 ';16.41
DEGREES;'00528 ';14.03
DEGREES;'00621 ';15.42
DEGREES;'00631 ';14.03
DEGREES;'00640 ';14.03
DEGREES;'00738 ';14.03
DEGREES;'00754 ';14.03
DEGREES;'00763 ';14.03
DEGREES;'00915 ';14.03
DEGREES;'01053 ';14.03
DEGREES;'01059 ';14.03
DEGREES;'01085 ';15.42
DEGREES;'01137 ';15.42
DEGREES;'01141 ';15.42
DEGREES;'01199 ';15.42
DEGREES;'01203 ';14.03
PERHAPS;'00018 ';13.91
PERHAPS;'00095 ';13.91
PERHAPS;'00110 ';15.4
PERHAPS;'00216';13.91
PERHAPS;'00268';13.91
PERHAPS;'00342';13.91
PERHAPS;'00430 ';15.4
PERHAPS;'00431 ';15.4
PERHAPS;'00440 ';13.91
PERHAPS;'00444 ';13.91
PERHAPS;'00470 ';13.91
PERHAPS;'00483 ';13.91
PERHAPS;'00484 ';13.91
PERHAPS;'00632 ';13.91
PERHAPS;'00658 ';13.91
PERHAPS;'00732 ';13.91
PERHAPS;'00838 ';13.91
PERHAPS;'00880 ';13.91
PERHAPS;'00902 ';13.91
PERHAPS;'00941 ';13.91
PERHAPS;'00946 ';13.91
PERHAPS;'01048 ';13.91
PERHAPS;'01090 ';13.91
PERHAPS;'01099 ';13.91
PERHAPS;'01105 ';13.91
PERHAPS;'01106 ';13.91
PERHAPS;'01156 ';13.91
ACCOUNT;'00018 ';13.91
ACCOUNT;'00024 ';13.91
ACCOUNT;'00087 ';13.91
ACCOUNT;'00141 ';13.91
ACCOUNT;'00192';13.91
ACCOUNT;'00208';13.91
ACCOUNT;'00287';13.91
ACCOUNT;'00334';13.91
ACCOUNT;'00370 ';13.91
ACCOUNT;'00378 ';13.91
ACCOUNT;'00445 ';13.91
ACCOUNT;'00453 ';13.91
ACCOUNT;'00487 ';13.91
ACCOUNT;'00665 ';13.91
ACCOUNT;'00860 ';13.91
ACCOUNT;'00891 ';13.91
ACCOUNT;'01004 ';13.91
ACCOUNT;'01189 ';13.91
ACCOUNT;'01238 ';13.91
DIFFERENCE;'00018 ';10.65
DIFFERENCE;'00019 ';10.65
DIFFERENCE;'00026 ';10.65
DIFFERENCE;'00052 ';10.65
DIFFERENCE;'00053 ';10.65
